,Title,select ''Title'' aa union 
229,"As a Data Consuming User, I want to be able to have stepped zoom on map visualisations, So that I can have better control over the navigation experience inside a map view.","select 229 id,  'As a Data Consuming User, I want to be able to have stepped zoom on map visualisations, So that I can have better control over the navigation experience inside a map view.' aa union "
230,"As a Data Consuming User, I want to have consistent use of colour on map visualisations, So that I can better understand the visual logic of the map view.","select 230 id,  'As a Data Consuming User, I want to have consistent use of colour on map visualisations, So that I can better understand the visual logic of the map view.' aa union "
231,"As a Developer, I want to be able to customise the Brand Name and Icon, and Primary Color of all frontend Javascript apps, So that I can customise the branding for my own needs.","select 231 id,  'As a Developer, I want to be able to customise the Brand Name and Icon, and Primary Color of all frontend Javascript apps, So that I can customise the branding for my own needs.' aa union "
232,"As an API User, I want to be able to understand if a user is a Publisher, So that I can offer functionality based on Dataset Publisher privileges.","select 232 id,  'As an API User, I want to be able to understand if a user is a Publisher, So that I can offer functionality based on Dataset Publisher privileges.' aa union "
233,"As an API User, I want to be able to understand if a user is an Administrator, So that I can offer functionality based on Platform Administration privileges.","select 233 id,  'As an API User, I want to be able to understand if a user is an Administrator, So that I can offer functionality based on Platform Administration privileges.' aa union "
234,"As an API User, I want to be able to get bordering regions|cities when I query a region|city, So that I can provider wider visual context for mapping visualisations.","select 234 id,  'As an API User, I want to be able to get bordering regions|cities when I query a region|city, So that I can provider wider visual context for mapping visualisations.' aa union "
235,"As an API User, I want to be able to dynamically request polygons based on the query made, So that I can provide maps that match the query.","select 235 id,  'As an API User, I want to be able to dynamically request polygons based on the query made, So that I can provide maps that match the query.' aa union "
236,"As an API User, I want to have a flexible API using HASC codes for countries, regions and cities, So that I can visualise budget data on maps.","select 236 id,  'As an API User, I want to have a flexible API using HASC codes for countries, regions and cities, So that I can visualise budget data on maps.' aa union "
237,"As an API User, I want to be able to get a CSV output of any cube-based query, So that I can use work with tools that read CSV.","select 237 id,  'As an API User, I want to be able to get a CSV output of any cube-based query, So that I can use work with tools that read CSV.' aa union "
238,"As an API User, I want to be able to get a set of monetary measures transferred to different currencies, So that I can use this in scenarios that might enable comparison by normalisation.","select 238 id,  'As an API User, I want to be able to get a set of monetary measures transferred to different currencies, So that I can use this in scenarios that might enable comparison by normalisation.' aa union "
239,"As an API User, I want to be able to use metadata to get results from multiple datasets, So that I can build user experiences based on more than one dataset more easily.","select 239 id,  'As an API User, I want to be able to use metadata to get results from multiple datasets, So that I can build user experiences based on more than one dataset more easily.' aa union "
240,"As an API User, I want to be able to use data to get results from multiple datasets, So that I can build user experiences based on more than one dataset more easily.","select 240 id,  'As an API User, I want to be able to use data to get results from multiple datasets, So that I can build user experiences based on more than one dataset more easily.' aa union "
241,"As an API User, I want to be able to normalise measures by population, So that I work with datasets in reference to their contextual constraints.","select 241 id,  'As an API User, I want to be able to normalise measures by population, So that I work with datasets in reference to their contextual constraints.' aa union "
242,"As an API User, I want to be able to normalise measures by geographical area, So that I work with datasets in reference to their contextual constraints.","select 242 id,  'As an API User, I want to be able to normalise measures by geographical area, So that I work with datasets in reference to their contextual constraints.' aa union "
243,"As an API User, I want to be able to normalise measures by GDP, so I work with datasets in reference to their contextual constraints.","select 243 id,  'As an API User, I want to be able to normalise measures by GDP, so I work with datasets in reference to their contextual constraints.' aa union "
244,"As an API User, I want to be able to normalise measures by GINI and related socioeconomic indexes, So that I work with datasets in reference to their contextual constraints.","select 244 id,  'As an API User, I want to be able to normalise measures by GINI and related socioeconomic indexes, So that I work with datasets in reference to their contextual constraints.' aa union "
245,"As an API User, I want to be able to get a relative percentage of a measure to the total of the dataset it comes from, So that I can build alternative displays of the data.","select 245 id,  'As an API User, I want to be able to get a relative percentage of a measure to the total of the dataset it comes from, So that I can build alternative displays of the data.' aa union "
246,"As an API User, I want to be able to persistently store visualisation state in the database, So that such can be shared more easily and contribute to a visualisation gallery.","select 246 id,  'As an API User, I want to be able to persistently store visualisation state in the database, So that such can be shared more easily and contribute to a visualisation gallery.' aa union "
247,"As a Data Publishing User, I want to have my dataset update automaticallyAs the source file/files changes, So that OpenSpending always shows current data.","select 247 id,  'As a Data Publishing User, I want to have my dataset update automaticallyAs the source file/files changes, So that OpenSpending always shows current data.' aa union "
248,"As an OpenSpending Community Member, I want to have a blog that highlights any and all projects in the open fiscal space, So that I can relate to openspending.orgAs the central hub of fiscal openness.","select 248 id,  'As an OpenSpending Community Member, I want to have a blog that highlights any and all projects in the open fiscal space, So that I can relate to openspending.orgAs the central hub of fiscal openness.' aa union "
249,"As a User, I want to be able to set my own username, So that my data is more easily discoverable.","select 249 id,  'As a User, I want to be able to set my own username, So that my data is more easily discoverable.' aa union "
250,"As a Data Publishing User, I want to be able to add a dataset in a Hidden state, So that I can work on a dataset before having it discoverable via OpenSpending user interfaces.","select 250 id,  'As a Data Publishing User, I want to be able to add a dataset in a Hidden state, So that I can work on a dataset before having it discoverable via OpenSpending user interfaces.' aa union "
251,"As a Data Publishing User, I want to be able to Hide a dataset that I have already addedAs Public, So that I can fix my mistakes or have a dataset primarily for my own use.","select 251 id,  'As a Data Publishing User, I want to be able to Hide a dataset that I have already addedAs Public, So that I can fix my mistakes or have a dataset primarily for my own use.' aa union "
252,"As a Data Publishing User, I want to have a view on all the datasets I have published, So that I can perform management actions on my own datasets.","select 252 id,  'As a Data Publishing User, I want to have a view on all the datasets I have published, So that I can perform management actions on my own datasets.' aa union "
253,"As a Data Publishing User, I want to have a functioning Python Client, So that I can add data to the datastore in bulk from the command line or my own programs.","select 253 id,  'As a Data Publishing User, I want to have a functioning Python Client, So that I can add data to the datastore in bulk from the command line or my own programs.' aa union "
254,"As an OpenSpending Community Member, I want to have an app where I can find examples of use of fiscal data visualisations, So that I can find guidance in creating my own with Open Spending.","select 254 id,  'As an OpenSpending Community Member, I want to have an app where I can find examples of use of fiscal data visualisations, So that I can find guidance in creating my own with Open Spending.' aa union "
255,"As a Data Publishing User, I want to know if my CSV file is valid, So that I can fix possible data issues before publishing it on Open Spending.","select 255 id,  'As a Data Publishing User, I want to know if my CSV file is valid, So that I can fix possible data issues before publishing it on Open Spending.' aa union "
256,"As a Data Consuming User, I want to be able to search any dataset published and publicly accessible by their title and metadata, So that I can find the datasets I''m interested in.","select 256 id,  'As a Data Consuming User, I want to be able to search any dataset published and publicly accessible by their title and metadata, So that I can find the datasets I''m interested in.' aa union "
257,"As a Data Consuming User, I want to visualize by default in treemap, bubble tree, map and pivot table the most recent year when my dataset contain multiple years, So that I''m not confused with the amounts.","select 257 id,  'As a Data Consuming User, I want to visualize by default in treemap, bubble tree, map and pivot table the most recent year when my dataset contain multiple years, So that I''m not confused with the amounts.' aa union "
258,"As an API user, I want to be able to change the colors of the embedded visualisations in my own platform, So that I can customize the visualisations.","select 258 id,  'As an API user, I want to be able to change the colors of the embedded visualisations in my own platform, So that I can customize the visualisations.' aa union "
259,"As an API user, I want to be able to change some of the styling of the embedded Viewer in my own platform, So that I can brand it to my own organisation''s color scheme.","select 259 id,  'As an API user, I want to be able to change some of the styling of the embedded Viewer in my own platform, So that I can brand it to my own organisation''s color scheme.' aa union "
260,"As a Platform administrator, I want to be able to translate the data types hierarchies of the Viewer while in embed mode, So that my users can understand the interface in their native language.","select 260 id,  'As a Platform administrator, I want to be able to translate the data types hierarchies of the Viewer while in embed mode, So that my users can understand the interface in their native language.' aa union "
261,"As a Developer, I want to get a Data Package into Node, so that I can start using the data for doing analysis and visualizations.","select 261 id,  'As a Developer, I want to get a Data Package into Node, so that I can start using the data for doing analysis and visualizations.' aa union "
262,"As a Researcher, I want to get a Data Package into Julia in seconds, so that I can start using the data for doing analysis and visualizations. ","select 262 id,  'As a Researcher, I want to get a Data Package into Julia in seconds, so that I can start using the data for doing analysis and visualizations. ' aa union "
263,"As a Publisher, I want to add type information to my data, so that it is more useful to others and can be used better with tools like visualization programs. ","select 263 id,  'As a Publisher, I want to add type information to my data, so that it is more useful to others and can be used better with tools like visualization programs. ' aa union "
264,"As a Publisher, I want to be able to provide a visualization of data in the Data Package, so that I can provide my analysis and show my work to users of the data. ","select 264 id,  'As a Publisher, I want to be able to provide a visualization of data in the Data Package, so that I can provide my analysis and show my work to users of the data. ' aa union "
265,"As a Researcher, I want to be able to save new visualizations, so that I can share them with others or include them in the Data Package. ","select 265 id,  'As a Researcher, I want to be able to save new visualizations, so that I can share them with others or include them in the Data Package. ' aa union "
266,"As a ResearcherPublisher, I want to know that my data conforms to its Data Package profile, so that I can feel trust in the validity and usefulness of the data. ","select 266 id,  'As a ResearcherPublisher, I want to know that my data conforms to its Data Package profile, so that I can feel trust in the validity and usefulness of the data. ' aa union "
267,"As a ResearcherPublisher, I want to understand the ways in which my data is invalid, so that I can know how to fix it. ","select 267 id,  'As a ResearcherPublisher, I want to understand the ways in which my data is invalid, so that I can know how to fix it. ' aa union "
268,"As a Researcher, I want to get a Data Package into R in seconds, so that I can start using the data for doing analysis and visualizations. ","select 268 id,  'As a Researcher, I want to get a Data Package into R in seconds, so that I can start using the data for doing analysis and visualizations. ' aa union "
269,"As a Researcher, I want to get a Data Package into Excel in seconds, so that I can start using the data for doing analysis and visualizations. ","select 269 id,  'As a Researcher, I want to get a Data Package into Excel in seconds, so that I can start using the data for doing analysis and visualizations. ' aa union "
270,"As a Researcher, I want to get a Data Package into SPSS in seconds, so that I can start using the data for doing analysis and visualizations. ","select 270 id,  'As a Researcher, I want to get a Data Package into SPSS in seconds, so that I can start using the data for doing analysis and visualizations. ' aa union "
271,"As a Researcher, I want to get a Data Package into STATA in seconds, so that I can start using the data for doing analysis and visualizations. ","select 271 id,  'As a Researcher, I want to get a Data Package into STATA in seconds, so that I can start using the data for doing analysis and visualizations. ' aa union "
272,"As a Researcher, I want to be able to translate my EML dataset to a Data Package, so that I can benefit from the wide array of tools available for Data Packages. ","select 272 id,  'As a Researcher, I want to be able to translate my EML dataset to a Data Package, so that I can benefit from the wide array of tools available for Data Packages. ' aa union "
273,"As a Researcher, I want to get a Data Package into LibreOffice/OpenOffice in seconds, so that I can start using the data for doing analysis and visualizations. ","select 273 id,  'As a Researcher, I want to get a Data Package into LibreOffice/OpenOffice in seconds, so that I can start using the data for doing analysis and visualizations. ' aa union "
274,"As a Developer, I want to get a Data Package into Python in seconds, so that I can start using the data for doing analysis and visualizations. ","select 274 id,  'As a Developer, I want to get a Data Package into Python in seconds, so that I can start using the data for doing analysis and visualizations. ' aa union "
275,"As a Developer, I want a jQuery plugin for Core Data Packages, so that I can use it to apply to form control that uses a core dataset for autocompletion. ","select 275 id,  'As a Developer, I want a jQuery plugin for Core Data Packages, so that I can use it to apply to form control that uses a core dataset for autocompletion. ' aa union "
276,"As a Researcher, I want to get my Excel spreadsheet into a Data Package, so that I can benefit from better tooling and standardization. ","select 276 id,  'As a Researcher, I want to get my Excel spreadsheet into a Data Package, so that I can benefit from better tooling and standardization. ' aa union "
277,"As a Developer, I want to do exploratory data analysis in R and operationalize that analysis in Python, so that I can use the best tool for the job.","select 277 id,  'As a Developer, I want to do exploratory data analysis in R and operationalize that analysis in Python, so that I can use the best tool for the job.' aa union "
278,"As a Developer, I want to get a Data Package into Clojure in seconds, so that I can start using the data in doing analysis and visualizations. ","select 278 id,  'As a Developer, I want to get a Data Package into Clojure in seconds, so that I can start using the data in doing analysis and visualizations. ' aa union "
279,"As a Developer, I want to get a Data Package into Julia in seconds, so that I can start using the data in doing analysis and visualizations. ","select 279 id,  'As a Developer, I want to get a Data Package into Julia in seconds, so that I can start using the data in doing analysis and visualizations. ' aa union "
280,"As a Developer, I want to get a Data Package into C++ in seconds, so that I can start using the data in doing analysis and visualizations. ","select 280 id,  'As a Developer, I want to get a Data Package into C++ in seconds, so that I can start using the data in doing analysis and visualizations. ' aa union "
281,"As a Machine Learning expert, I would like to package ML datasetsAs data packages, so that I can easily import them into my ML platform, so that I can start using the data in doing analysis. ","select 281 id,  'As a Machine Learning expert, I would like to package ML datasetsAs data packages, so that I can easily import them into my ML platform, so that I can start using the data in doing analysis. ' aa union "
282,"As a Developer, I want an Elasticsearch integration, so that I can integrate data-packaged data with pipelines that use Elasticsearch. ","select 282 id,  'As a Developer, I want an Elasticsearch integration, so that I can integrate data-packaged data with pipelines that use Elasticsearch. ' aa union "
283,"As a Developer, I want an SPSS integration, so that I can integrate data-packaged data with pipelines that use SPSS. ","select 283 id,  'As a Developer, I want an SPSS integration, so that I can integrate data-packaged data with pipelines that use SPSS. ' aa union "
284,"As a Developer, I want an EPrints integration, so that I can integrate data-packaged data with pipelines that use EPrints. ","select 284 id,  'As a Developer, I want an EPrints integration, so that I can integrate data-packaged data with pipelines that use EPrints. ' aa union "
285,"As a Developer, I want a Mongo integration, so that I can integrate data-packaged data with pipelines that use Mongo. ","select 285 id,  'As a Developer, I want a Mongo integration, so that I can integrate data-packaged data with pipelines that use Mongo. ' aa union "
286,"As a Developer, I want a DAT integration, so that I can integrate data-packaged data with pipelines that use DAT. ","select 286 id,  'As a Developer, I want a DAT integration, so that I can integrate data-packaged data with pipelines that use DAT. ' aa union "
287,"As a ResearcherGovernment Publisher, I want to add general reference data to my narrow dataset, so that my dataset is more useful. ","select 287 id,  'As a ResearcherGovernment Publisher, I want to add general reference data to my narrow dataset, so that my dataset is more useful. ' aa union "
288,"As a ResearcherGovernment Publisher, I want to add general country names to my dataset that only contains country codes, so that my dataset is more readable. ","select 288 id,  'As a ResearcherGovernment Publisher, I want to add general country names to my dataset that only contains country codes, so that my dataset is more readable. ' aa union "
289,"As a ResearcherGovernment Publisher, I want to add reference data on inflation to my spending dataset, so that the spending lines in my dataset is more understandable. ","select 289 id,  'As a ResearcherGovernment Publisher, I want to add reference data on inflation to my spending dataset, so that the spending lines in my dataset is more understandable. ' aa union "
290,"As a ResearcherGovernment Publisher, I want to map lines in my dataset using geographic data in my dataset, so that my dataset is more engaging for non-technical users. ","select 290 id,  'As a ResearcherGovernment Publisher, I want to map lines in my dataset using geographic data in my dataset, so that my dataset is more engaging for non-technical users. ' aa union "
291,"As a Researcher, I want to be able to reference a remote-controlled vocabulary for my dataset, so that I can be sure that column of my dataset are valid against a single shard list of terms. ","select 291 id,  'As a Researcher, I want to be able to reference a remote-controlled vocabulary for my dataset, so that I can be sure that column of my dataset are valid against a single shard list of terms. ' aa union "
292,"As a developer, I want an DSpace integration, so that I can integrate data-packaged data with pipelines that use Dspace. ","select 292 id,  'As a developer, I want an DSpace integration, so that I can integrate data-packaged data with pipelines that use Dspace. ' aa union "
293,"As a Developer, I want Feather integration, so that I can integrate data-packaged data with pipelines that use Feather. ","select 293 id,  'As a Developer, I want Feather integration, so that I can integrate data-packaged data with pipelines that use Feather. ' aa union "
294,"As a Developer, I want HDF5 integration, so that I can integrate data-packaged data with pipelines that use HDF5.","select 294 id,  'As a Developer, I want HDF5 integration, so that I can integrate data-packaged data with pipelines that use HDF5.' aa union "
295,"As a Researcher, working with data, I want an Microsoft Power BI integration, so that I can import datasets without downloading them locally. ","select 295 id,  'As a Researcher, working with data, I want an Microsoft Power BI integration, so that I can import datasets without downloading them locally. ' aa union "
296,"As a ResearcherPublisher, I want an integration with Zenodo, so that when I store my dataset in GitHub, I don’t have to retype descriptive information about my dataset. ","select 296 id,  'As a ResearcherPublisher, I want an integration with Zenodo, so that when I store my dataset in GitHub, I don’t have to retype descriptive information about my dataset. ' aa union "
297,"As a Publisher, I would like an integration with Open Refine, so that I can output cleaned Data Packages. ","select 297 id,  'As a Publisher, I would like an integration with Open Refine, so that I can output cleaned Data Packages. ' aa union "
298,"As a ResearcherPublisher, I want to publish Data Packages to CKAN, so that my data is findable, and I can have a data API. ","select 298 id,  'As a ResearcherPublisher, I want to publish Data Packages to CKAN, so that my data is findable, and I can have a data API. ' aa union "
299,"As a ResearcherDeveloper, would like the ability import/export from MS-SQL, so that I can use Data Packages in workflows that involve MS-SQL. ","select 299 id,  'As a ResearcherDeveloper, would like the ability import/export from MS-SQL, so that I can use Data Packages in workflows that involve MS-SQL. ' aa union "
300,"As a Researcher, working with data in NetCDF, I want NetCDF integration, so that I can store my data in plaintext while still retaining its metadata. ","select 300 id,  'As a Researcher, working with data in NetCDF, I want NetCDF integration, so that I can store my data in plaintext while still retaining its metadata. ' aa union "
301,"As a Researcher, I want an integration with https://data.mendeley.com/, so that I can validate my data upon ingest to the service.","select 301 id,  'As a Researcher, I want an integration with https://data.mendeley.com/, so that I can validate my data upon ingest to the service.' aa union "
302,"As a Publisher, I would like an integration with Excel, so that I can output cleaned Data Packages. ","select 302 id,  'As a Publisher, I would like an integration with Excel, so that I can output cleaned Data Packages. ' aa union "
303,"As a Publisher, I want to store my data quickly and easily online. ","select 303 id,  'As a Publisher, I want to store my data quickly and easily online. ' aa union "
304,"As a Repository Manager, I want a tool that makes it easy for researchers/ users to add basic metadata to their research data, so that it is more findable and therefore useful. ","select 304 id,  'As a Repository Manager, I want a tool that makes it easy for researchers/ users to add basic metadata to their research data, so that it is more findable and therefore useful. ' aa union "
305,"As a ResearcherPublisher, I want validate my data with a minimum of clicks, so that I can feel trust in the validity and usefulness of the data. ","select 305 id,  'As a ResearcherPublisher, I want validate my data with a minimum of clicks, so that I can feel trust in the validity and usefulness of the data. ' aa union "
306,"As a publisher, I want to be able to check that every time I update my data it is still good, so that I can catch errors early and store reliable data. ","select 306 id,  'As a publisher, I want to be able to check that every time I update my data it is still good, so that I can catch errors early and store reliable data. ' aa union "
307,"As a DeveloperWrangler, I want to use a command line tool that allows met to validate data, so that I can feel trust in the validity and usefulness of the data quickly and in the context of my command line workflow. ","select 307 id,  'As a DeveloperWrangler, I want to use a command line tool that allows met to validate data, so that I can feel trust in the validity and usefulness of the data quickly and in the context of my command line workflow. ' aa union "
308,"As a developer, I want an online service that is connected to my data repository that validates data on update, so that I can delegate data validation to a third party. ","select 308 id,  'As a developer, I want an online service that is connected to my data repository that validates data on update, so that I can delegate data validation to a third party. ' aa union "
309,"As a government Publisher, I want to make it easy to prove that our published data is valid, so that I can claim that we are living up to our transparency commitments. ","select 309 id,  'As a government Publisher, I want to make it easy to prove that our published data is valid, so that I can claim that we are living up to our transparency commitments. ' aa union "
310,"As a Civic Tech Activist, I want to make it easy toAssess the quality of data stored by the government, so that I can make sure that government is living up to its transparency commitments. ","select 310 id,  'As a Civic Tech Activist, I want to make it easy toAssess the quality of data stored by the government, so that I can make sure that government is living up to its transparency commitments. ' aa union "
311,"As a publisher, I want to embed an interactive preview of my data on my site, so that users can be encouraged that this is the correct data for them. ","select 311 id,  'As a publisher, I want to embed an interactive preview of my data on my site, so that users can be encouraged that this is the correct data for them. ' aa union "
312,"As a publisher, I want to embed a preview button on my site, so that users can preview the data and be encouraged that this is the correct data for them.","select 312 id,  'As a publisher, I want to embed a preview button on my site, so that users can preview the data and be encouraged that this is the correct data for them.' aa union "
313,"As a Publisher, I want to know how many users have previewed a dataset, so that I know how interest in a dataset relates to its actual download numbers. ","select 313 id,  'As a Publisher, I want to know how many users have previewed a dataset, so that I know how interest in a dataset relates to its actual download numbers. ' aa union "
314,"As a Developer, I want to customize an existing wizard for my specific type of data, so that I can give my users a great user experience.","select 314 id,  'As a Developer, I want to customize an existing wizard for my specific type of data, so that I can give my users a great user experience.' aa union "
315,"As a Publisher, I want to add useful metadata or add in new data columns to make the dataset more useful. ","select 315 id,  'As a Publisher, I want to add useful metadata or add in new data columns to make the dataset more useful. ' aa union "
316,"As a publisher, I want to package reproducible steps to get a certain data state, so my methodology is transparent and can be rerun by others. ","select 316 id,  'As a publisher, I want to package reproducible steps to get a certain data state, so my methodology is transparent and can be rerun by others. ' aa union "
317,"As a DeveloperDataWrangler, I want to store my Data Package in GitHub and have it automatically stored into CKAN, so that I get a data API and my dataset is listed in a relevant catalog. ","select 317 id,  'As a DeveloperDataWrangler, I want to store my Data Package in GitHub and have it automatically stored into CKAN, so that I get a data API and my dataset is listed in a relevant catalog. ' aa union "
318,"As a Researcher, I want a tool that can generate basic statistics about a dataset, so that I can get a quick preview of the data. ","select 318 id,  'As a Researcher, I want a tool that can generate basic statistics about a dataset, so that I can get a quick preview of the data. ' aa union "
319,"As a DeveloperPublisher, I want a tool to create an embeddable data summary via iframe, so that I can embed data summaries across sites. ","select 319 id,  'As a DeveloperPublisher, I want a tool to create an embeddable data summary via iframe, so that I can embed data summaries across sites. ' aa union "
320,"As a Researcher, I want an app that generates an OpenRefine reconciliation API endpoint from a Tabular Data Package, so that I can use it to clean messy data. ","select 320 id,  'As a Researcher, I want an app that generates an OpenRefine reconciliation API endpoint from a Tabular Data Package, so that I can use it to clean messy data. ' aa union "
321,"As a Researcher, I want an app that create proxy Data Packages for well know and reliable data, sources, so that I can load high quality data using Data Package tooling. ","select 321 id,  'As a Researcher, I want an app that create proxy Data Packages for well know and reliable data, sources, so that I can load high quality data using Data Package tooling. ' aa union "
322,"As a RepositoryManagerResearcher, I want an app that actsAs a match-making service for packaging data, so that owners are paired with data packagers. ","select 322 id,  'As a RepositoryManagerResearcher, I want an app that actsAs a match-making service for packaging data, so that owners are paired with data packagers. ' aa union "
323,"As a developer, I would like to create a web socket protocol for Frictionless data tools, so that I can easily use data packages with additional data analysis tools. ","select 323 id,  'As a developer, I would like to create a web socket protocol for Frictionless data tools, so that I can easily use data packages with additional data analysis tools. ' aa union "
324,"As a Publisher, I would like a tool to check data availability persistence after publication. ","select 324 id,  'As a Publisher, I would like a tool to check data availability persistence after publication. ' aa union "
325,"As a ResearcherPublisher, I want to specify the funding that contributed to the creation of a given dataset, so that funding agencies can identify the funding, source for a given dataset. ","select 325 id,  'As a ResearcherPublisher, I want to specify the funding that contributed to the creation of a given dataset, so that funding agencies can identify the funding, source for a given dataset. ' aa union "
326,"As a ResearcherPublisher, I want to add a DOI to a dataset, so that I can cite it in papers stored  with the data. ","select 326 id,  'As a ResearcherPublisher, I want to add a DOI to a dataset, so that I can cite it in papers stored  with the data. ' aa union "
327,"As a site member, I want to describe myself on my own page in a semi-structured way, so that others can learn about me.","select 327 id,  'As a site member, I want to describe myself on my own page in a semi-structured way, so that others can learn about me.' aa union "
328,"As a site member, I want to fill out an application to become a Certified Scrum Practitioner, so that I can earn that designation.","select 328 id,  'As a site member, I want to fill out an application to become a Certified Scrum Practitioner, so that I can earn that designation.' aa union "
329,"As a Practitioner, I want to include additional details about me in my profile page, so that I can showcase my experience.","select 329 id,  'As a Practitioner, I want to include additional details about me in my profile page, so that I can showcase my experience.' aa union "
330,"As a site member, I want to fill out an application to become a Certified Scrum Trainer, so that I can teach CSM and CSPO courses and certify others.","select 330 id,  'As a site member, I want to fill out an application to become a Certified Scrum Trainer, so that I can teach CSM and CSPO courses and certify others.' aa union "
331,"As a Trainer, I want to include additional details in my profile page about me, so that others can learn about me and decide if I am the right trainer for them.","select 331 id,  'As a Trainer, I want to include additional details in my profile page about me, so that others can learn about me and decide if I am the right trainer for them.' aa union "
332,"As a Practitioner, I want to write an article for the site with a small graphic shown with the article showing my CSP or CST status, so that others know my certifications when reading.","select 332 id,  'As a Practitioner, I want to write an article for the site with a small graphic shown with the article showing my CSP or CST status, so that others know my certifications when reading.' aa union "
333,"As a trainer, I want to list my upcoming classes in my profile and include a link to a detailed page about each, so that prospective attendees can find my courses.","select 333 id,  'As a trainer, I want to list my upcoming classes in my profile and include a link to a detailed page about each, so that prospective attendees can find my courses.' aa union "
334,"As a site member, I want to view the profiles of other members, so that I can find others I might want to connect with.","select 334 id,  'As a site member, I want to view the profiles of other members, so that I can find others I might want to connect with.' aa union "
335,"As a site member, I want to search for profiles based on a few fields, so that I can find others I might want to connect with.","select 335 id,  'As a site member, I want to search for profiles based on a few fields, so that I can find others I might want to connect with.' aa union "
336,"As a site member, I want to mark my profileAs private in which case only my name will appear, so that no one can learn things about me I don''t want shared.","select 336 id,  'As a site member, I want to mark my profileAs private in which case only my name will appear, so that no one can learn things about me I don''t want shared.' aa union "
337,"As a site member, I want to mark my email addressAs private even if the rest of my profile is not, so that no one can contact me.","select 337 id,  'As a site member, I want to mark my email addressAs private even if the rest of my profile is not, so that no one can contact me.' aa union "
338,"As a site member, I want to send an email to any member via a form, so that we can connect.","select 338 id,  'As a site member, I want to send an email to any member via a form, so that we can connect.' aa union "
339,"As a site administrator, I want to read practicing and training applications and approve or reject them, so that only applicants who qualify can become CSPs or CSTs.","select 339 id,  'As a site administrator, I want to read practicing and training applications and approve or reject them, so that only applicants who qualify can become CSPs or CSTs.' aa union "
340,"As a site administrator, I want to edit any site member profile, so that I can correct problems for members.","select 340 id,  'As a site administrator, I want to edit any site member profile, so that I can correct problems for members.' aa union "
341,"As a site visitor, I want to read current news on the home page, so that I stay current on agile news.","select 341 id,  'As a site visitor, I want to read current news on the home page, so that I stay current on agile news.' aa union "
342,"As a site visitor, I want to access old news that is no longer on the home page, so that I can access things I remember from the past or that others mention to me.","select 342 id,  'As a site visitor, I want to access old news that is no longer on the home page, so that I can access things I remember from the past or that others mention to me.' aa union "
343,"As a site visitor, I want to email news items to the editor, so that they can be considered for publication.","select 343 id,  'As a site visitor, I want to email news items to the editor, so that they can be considered for publication.' aa union "
344,"As a site editor, I want to set the following dates on a news item: Start Publishing Date, Old News Date, Stop Publishing Date, so that articles are published on and through appropriate dates.","select 344 id,  'As a site editor, I want to set the following dates on a news item: Start Publishing Date, Old News Date, Stop Publishing Date, so that articles are published on and through appropriate dates.' aa union "
345,"As a site member, I want to subscribe to an RSS feed of news, so that I remain sufficiently and easily informed.","select 345 id,  'As a site member, I want to subscribe to an RSS feed of news, so that I remain sufficiently and easily informed.' aa union "
346,"As a site editor, I want toAssign priority numbers to news items, so that I can indicate which articles I want featured most prominently on the site.","select 346 id,  'As a site editor, I want toAssign priority numbers to news items, so that I can indicate which articles I want featured most prominently on the site.' aa union "
347,"As a site visitor, I want to see a list of all upcoming Certification Courses and can page through them if there are a lot, so that I can choose the best course for me.","select 347 id,  'As a site visitor, I want to see a list of all upcoming Certification Courses and can page through them if there are a lot, so that I can choose the best course for me.' aa union "
348,"As a site visitor, I want to see a list of all upcoming Other Courses and can page through them if necessary, so that I can choose the best course for me.","select 348 id,  'As a site visitor, I want to see a list of all upcoming Other Courses and can page through them if necessary, so that I can choose the best course for me.' aa union "
349,"As a site visitor, I want to see a list of all upcoming Events, so that I can decide if I want to attend any.","select 349 id,  'As a site visitor, I want to see a list of all upcoming Events, so that I can decide if I want to attend any.' aa union "
350,"As a trainer, I want to create a new course or event, so that site visitors can see it.","select 350 id,  'As a trainer, I want to create a new course or event, so that site visitors can see it.' aa union "
351,"As a trainer, I want to create an Other Course or Event I am charged a listing fee for that activity, so that I don''t list events I don''t really intend to hold.","select 351 id,  'As a trainer, I want to create an Other Course or Event I am charged a listing fee for that activity, so that I don''t list events I don''t really intend to hold.' aa union "
352,"As a site administrator, I want to create an Other Course or Event that is not charged a listing fee, so that the Scrum Alliance doesn''t charge itself for Scrum Gatherings that it puts on.","select 352 id,  'As a site administrator, I want to create an Other Course or Event that is not charged a listing fee, so that the Scrum Alliance doesn''t charge itself for Scrum Gatherings that it puts on.' aa union "
353,"As a site administrator, I want to set the listing fee per Other Course or Event, so that we have flexibility on what to charge in the future.","select 353 id,  'As a site administrator, I want to set the listing fee per Other Course or Event, so that we have flexibility on what to charge in the future.' aa union "
354,"As a trainer, I want to update one of my existing courses or events, so that it reflects accurate information.","select 354 id,  'As a trainer, I want to update one of my existing courses or events, so that it reflects accurate information.' aa union "
355,"As a trainer, I want to delete one of my courses or events, so that it''s no longer listed if I cancel for some reason.","select 355 id,  'As a trainer, I want to delete one of my courses or events, so that it''s no longer listed if I cancel for some reason.' aa union "
356,"As a trainer, I want to copy one of my courses or events, so that I can create a new one.","select 356 id,  'As a trainer, I want to copy one of my courses or events, so that I can create a new one.' aa union "
