Story,Word,Tag
story 884, to have at least some meta data to be automatically inserted when new data is added to the system.,Fun
story 871, to have electronic support for keeping track of which data sets were used/output/modifiedAs part of a particular experiment.,Fun
story 1550, to have information that will help me identify other faculty I might partner/collaborate with.,Fun
story 880, have physiology images to be annotated with standard meta data,Fun
story 875, have remote access to my data for off-site working ,Fun
story 873, have services to support the long term curation of data,Fun
story 881, have the ability to attach standard meta data for behavioural observations (and video),Fun
story 888," have the ability to form links between objects, for example File A is an analysis of File B",Fun
story 868, to have the ability to insert Greek symbols into my logbook entries.,Fun
story 889," to have the ability to locate experiment files using meta data, regardless of where those files are located.",Fun
story 893, to have the ability to search for files by file type and format.,Fun
story 883, to have the ability to search for images of cells using standard meta data.,Fun
story 886, have the ability to select a partially pre-populated template that already contains commonly entered meta data while adding new data to the system,Fun
story 903, to have the details of the workflow planAs wellAs the execution history and results recorded in Neurohub while executing a workflow,Fun
story 879," have the system to provide standard metadata, that all researchers in the centre (and beyond) can use",Fun
story 1113, import metadata that I captured with a metadata tool,Fun
story 1112, indicate where my data will be stored during the project and where after the project,Fun
story 878," to indicate within my electronic log book which experimental data is good/bad, hide the bad data, but still keep it in the system just in case it is useful in the future.",Fun
story 1480," keyword search across all of an RF program officer's scanned diaries, rather than having to search each scanned diary segment separately",Fun
story 1152, know about costs,Fun
story 1164, know how long it will take to archive,Fun
story 1145, know how many resources are needed during the project,Fun
story 1479, know the date on which something was digitized,Fun
story 1483, know when only part of a folder has been digitized,Fun
story 1120, know which topics are mandatory and similar in all DMPs,Fun
story 1148, link research publications in the institutional repository or CRIS with DMP records,Fun
story 1444, to locate photographs and documents that I can share on social media.,Fun
story 1446, order copies of photos,Fun
story 870, to point my Mendeley client at a group-wide shared repository of research papers and get notifications via Mendeley when new content is added.,Fun
story 1578, promote/share my work through interactive maps,Fun
story 1447, receive a notification if something I request in the reading room or for duplication is already digitized,Fun
story 816, to receive an alert of any unattached files that are in my workspace.,Fun
story 1540, receive updates when new works are published in a given collection or by a given author,Fun
story 1190, record my intention to share data I have collected under terms of a particular licence,Fun
story 1147, record research publications in the institutional repository or CRIS with DMP records,Fun
story 451, recruit for the last round of user research,Fun
story 1445, request analog versions of digital objects,Fun
story 1459, to search all files by keyword.,Fun
story 1460, search by keyword,Fun
story 1478, search OCRed text in all available digitized textual documents,Fun
story 1471, search using structured data,Fun
story 1541," search within a repository or collection in an effective manner, including searching within subsets of a given collection",Fun
story 901, to secure remote access to the Neurohub node when working away from the laboratory,Fun
story 1461, see common material across collections,Fun
story 1538, see descriptive metadata for the item whether I come to the item through the repository or directly to the PDF,Fun
story 1183, see the sections on costing by other researchers in my department,Fun
story 1185, see the sections on responsibilities submitted by other researchers in my department,Fun
story 1184, see the sections on roles submitted by other researchers in my department,Fun
story 1438, share a link to a file on social media,Fun
story 876, share post-experiment write-ups with other researchers,Fun
story 1441, share reports I've written,Fun
story 1513," stay up to date on research related to a given topic at Cornell, including those in other departments/schools",Fun
story 1149, store agreements relating to third party data used in a project,Fun
story 1450, to stream audio and video files in my web browser.,Fun
story 1439, understand the copyright status of the image,Fun
story 814, to upload files prior to having them attached to a log book page using a mapped network drive.,Fun
story 813, to upload files prior to having them attached to a log book page using the web interface.,Fun
story 812, to upload files prior to having them attached to a log book page.,Fun
story 1482, view thumbnails of photos,Fun
story 1477, toAsk a question about a specific file,Fun
story 895, the groupAs a whole at some point in time after the bulk upload has completed,Fun
story 300, NetCDF integration,Fun
story 295, an Microsoft Power BI integration,Fun
story 288, add general country names to my dataset that only contains country codes,Fun
story 287, add general reference data to my narrow dataset,Fun
story 289, add reference data on inflation to my spending dataset,Fun
story 290, map lines in my dataset using geographic data in my dataset,Fun
story 296, an integration with Zenodo,Fun
story 326, add a DOI to a dataset,Fun
story 266, know that my data conforms to its Data Package profile,Fun
story 298, publish Data Packages to CKAN,Fun
story 325, specify the funding that contributed to the creation of a given dataset,Fun
story 267, understand the ways in which my data is invalid,Fun
story 305, validate my data with a minimum of clicks,Fun
story 2142, comment requirements,Fun
story 2146, generate a traceability report,Fun
story 2144, print a document view,Fun
story 2143, trace related requirements,Fun
story 1819, view a site ma,Fun
story 1038, to be able to take control over some functions to provide the desired user experience. ,Fun
story 1722, to post it.,Fun
story 1708," delete any course or event, s",Fun
story 1724,ed ads so I can correct small problems or make sure each ad complies with site guidelines.,Fun
story 1754," see the results for each trainer and averages for the class (for all trainers), s",Fun
story 1762, view all classes in a pending stat,Fun
story 1721,ed ad before it gets to the site so that we’re sure of the quality of jobs being listed. Note: May not be needed long term.,Fun
story 1725, jobs to stop publishing on the site 30 days after being posted so that jobs that may have been filled aren’t still listed when the hiring party forgets to come back and delete the ad.,Fun
story 370, approve each help wanted ad before it gets to the site,Fun
story 371, be emailed whenever a job is submitted,Fun
story 357, delete any course or event,Fun
story 373, edit and delete help wanted ads,Fun
story 411, to move people in a trainer's class from a pending state to the registry once I have received proof of payment from the trainer.,Fun
story 402, see the results for each trainer and averages for the class,Fun
story 374, stop publishing jobs on the site 30 days after being posted,Fun
story 410, view all classes in a pending state,Fun
story 1703, create an Other Course (?) or Event that is not charged a listing fee. This i,Fun
story 1691, edit any site member profil,Fun
story 1690, read practicing and training applications and approve or reject the,Fun
story 1771," set the annual fees for members, Practitioners and Trainer",Fun
story 1704, set the listing fee per Other Course or Even,Fun
story 352, create an Other Course or Event that is not charged a listing fee,Fun
story 340, edit any site member profile,Fun
story 339, read practicing and training applications and approve or reject them,Fun
story 419," set the annual fees for members, Practitioners and Trainers",Fun
story 353, set the listing fee per Other Course or Event,Fun
story 491, understand how other similar organizations are handling content,Fun
story 489, understand how other similar organizations are handling visual design,Fun
story 1697," assign priority numbers to news items, s",Fun
story 1758, create the content of the What Is Scrum sectio,Fun
story 1765, edit the content of the email automatically sent to new Certified ScrumMasters and Product Owner,Fun
story 1715, maintain a FAQ sectio,Fun
story 1775, post information in a trainers-only sectio,Fun
story 1709, update any course or even,Fun
story 1733, to be able to designate whether or not an article (or for that matter any piece of info) ever makes the home page so that the best content is featured most prominently. Note: Some articles will never be shown on the home page.,Fun
story 382, be able to designate whether or not an ever makes the home page,Fun
story 1736, to be able to indicate whether an article is publicly available or for members only so that visitors are incentivized to become members.,Fun
story 385, be able to indicate whether an article is publicly available or for members only,Fun
story 406, create the content of the What Is Scrum section,Fun
story 413, edit the content of the email automatically sent to new Certified Scrum Masters and Product Owners,Fun
story 391, have a prominent area on the home page where I can put special announcements not necessarily news or articles,Fun
story 1742," have a prominent area on the home page where I can put special announcements, not necessarily news or articles",Fun
story 392, have some flexibilityAs to where things appear,Fun
story 364, maintain a FAQ section,Fun
story 423, post information in a trainers-only section,Fun
story 381," set start publishing dates, old article date, and stop publishing dates for articles",Fun
story 344," set the following dates on a news item: Start Publishing Date, Old News Date, Stop Publishing Date",Fun
story 358, update any course or event,Fun
story 346, news items,Fun
story 1679, fill out an application to become a Certified Scrum Practitione,Fun
story 1681, fill out an application to become a Certified Scrum Traine,Fun
story 1688, mark my email address as private even if the rest of my profile is no,Fun
story 1687, shared.,Fun
story 1719," scroll through a listing of jobs, s",Fun
story 1686, to connect with.,Fun
story 1689, send an email to any member via a for,Fun
story 1723, subscribe to an RSS feed of jobs availabl,Fun
story 1685, to connect with.,Fun
story 327, describe myself on my own page in a semi-structured way,Fun
story 366, download the latest training material and methodology PDFs,Fun
story 328, fill out an application to become a Certified Scrum Practitioner,Fun
story 330, fill out an application to become a Certified Scrum Trainer,Fun
story 1738, to have full access to all articles so there is a benefit to being a member.,Fun
story 387, have full access to all articles,Fun
story 337, mark my email addressAs private even if the rest of my profile is not,Fun
story 336, mark my profileAs private in which case only my name will appear,Fun
story 368, scroll through a listing of jobs,Fun
story 335, search for profiles based on a few fields,Fun
story 338, send an email to any member via a form,Fun
story 372, subscribe to an RSS feed of jobs available,Fun
story 345, subscribe to an RSS feed of news,Fun
story 334, view the profiles of other members,Fun
story 379, to read the entire article so that I can finish articles that appeal to me.,Fun
story 1730, to read the entire article so that I can finish articles that appeal to me.,Fun
story 1792, all videos to be watermarked with a Front Row Agile logo so that the videos are clearly from the Front Row Agile site.,Fun
story 1693," access old news that is no longer on the home page, s",Fun
story 1779, browse a catalog of all courses availabl,Fun
story 1781, create an accoun,Fun
story 1739,.,Fun
story 1716," do a full-text search of the FAQs, s",Fun
story 1694," email news items to the editor, s",Fun
story 1798, pay for the courses in my cart with a credit car,Fun
story 1799, pay for the courses in my cart with PayPa,Fun
story 1741, post comments about article,Fun
story 1796, put courses in my shopping car,Fun
story 1797, put one chapter of a course in my shopping car,Fun
story 1820, read a privacy polic,Fun
story 1818, read an FA,Fun
story 1692, read current news on the home pag,Fun
story 1714," read FAQs, s",Fun
story 1698," see a list of all upcoming “Certification Courses” and can page through them if there are a lot, s",Fun
story 1700," to attend any. (Events are things such as the Scrum Gathering, conferences, free seminars, etc.)",Fun
story 1699," see a list of all upcoming “Other Courses” (non-certification courses) and can page through them if necessary, s",Fun
story 1780, see a list of other related courses when viewing a cours,Fun
story 1821, sign up for a newslette,Fun
story 1740, subscribe to an RSS feed of articles (teasers only?,Fun
story 1713, subscribe to an RSS feed of upcoming courses and event,Fun
story 1778, view a detailed page about each cours,Fun
story 1812, to buy the full course.,Fun
story 1822,s all visitors to see.,Fun
story 1735, take me directly to the body of the article. not to another teaser setup,Fun
story 1757, be a section of the website that teaches me the basics of what Scrum is,Fun
story 342, access old news that is no longer on the home page,Fun
story 1749, be able to get back to the home page quickly and easily,Fun
story 398, be able to get back to the home page quickly and easily,Fun
story 1737, to be able to read some of your articles so that I can learn without first joining the site.,Fun
story 386, be able to read some of your articles,Fun
story 384, click the link from the article teaser to take me directly to the body of the article. not to another teaser setup,Fun
story 388," do a full-text search of article body, title, and author name",Fun
story 365, do a full-text search of the FAQs,Fun
story 343, email news items to the editor,Fun
story 360, have an advanced search option that lets me fill in a form of search criteria,Fun
story 1746, have articles that interest me and are easy to get to,Fun
story 395, have articles that interest me and are easy to get to,Fun
story 1748, to know as I glance around the home page what on earth a CSM is and why I'd want to be one so that I read more.,Fun
story 397, knowAs I glance around the home page what on earth a CSM is and why I'd want to be one,Fun
story 396, knowAs soonAs I visit what on earth Scrum is and why it needs an alliance,Fun
story 390, post comments about articles,Fun
story 1728, to read a new article on the front page about once a week so that I’m up on all the latest happenings.,Fun
story 377, read a new article on the front page about once a week,Fun
story 341, read current news on the home page,Fun
story 363, read FAQs,Fun
story 347, see a list of all upcoming Certification Courses and can page through them if there are a lot,Fun
story 349, see a list of all upcoming Events,Fun
story 348, see a list of all upcoming Other Courses and can page through them if necessary,Fun
story 1750," to see a list of the most popular items on the site so I am most likely to read the most important or best content. (Note: Not everything has to be considered. For example, we don’t need to know the most popular profile, but it would be useful to a have a ""most popular"" box that listed the most popular articles, news items, or etc.)",Fun
story 399, see a list of the most popular items on the site,Fun
story 403, see a trainer's rating,Fun
story 1745, see new content when I come to the site,Fun
story 394, see new content when I come to the site,Fun
story 389, subscribe to an RSS feed of articles,Fun
story 362, subscribe to an RSS feed of upcoming courses and events,Fun
story 361, view a course I can click on the trainer's name and be taken to the trainer's profile,Fun
story 405, view a section of the website that teaches me the basics of what Scrum is,Fun
story 407," to view lists on the site of all Certified Scrum Masters, Practitioners, Trainers, and Certified Scrum Product Owners.",Fun
story 1755, see a trainer’s rating (either for that course or for all of his or her certification courses combined),Fun
story 972, ALFRED to remind me of the things I need to bring to the person I care for. ,Fun
story 1000, to have a step counter included into ALFRED. ,Fun
story 999, to have ALFRED to be able to recognize pain and or stress by using skin conduction sensors. ,Fun
story 1072, link BADCamp attendees to my sponsorship page,Fun
story 1091, Link to my sponsorship profile from my job listings,Fun
story 1105, personalize my sponsorship page,Fun
story 1093, post a job,Fun
story 1078, sponsor a summit that matches my brand,Fun
story 111, Apply a Hold,Fun
story 131, Capture a Hearing Decision,Fun
story 154, create each condo unit,Fun
story 118, to denote an application with a Final Action status. So that I can finish it.,Fun
story 125, Develop a Staff Report,Fun
story 128, Manage Affidavits,Fun
story 115, Manage Approved Proffers,Fun
story 142, Manage Bonds,Fun
story 126, Manage Hearing Calendars,Fun
story 116, Manage Ordinances,Fun
story 108, Perform a Completeness Review,Fun
story 122, Perform a Staff Review,Fun
story 130, Prepare for and Support Hearing Execution,Fun
story 132, Process the Appeals,Fun
story 109, Record an Internal Note,Fun
story 112, Remove a Hold,Fun
story 117, Schedule a Meeting,Fun
story 113, Send a Formal Response to Applicant,Fun
story 156, Send or Post Citations and Fines,Fun
story 114, Track  the Draft Proffers,Fun
story 127, toAssign a Hearing Date,Fun
story 110, toAssign an Application for Detailed Review,Fun
story 426," to have a decision on whether or not the blog aggregator may work for beta, and if not what will.",Fun
story 1608, have files adequately described,Fun
story 1138, have references to the project proposal,Fun
story 1136, know when the data management plan was created or updated,Fun
story 1137, know who is responsible for the DMP,Fun
story 428, see the results of user research,Fun
story 1552, learn who at Cornell has or is engaged in research related to a particular topic,Fun
story 1553, learn who at Cornell has or is engaged in research related to a particular topic,Fun
story 1572, to upload to the repository the data that isAssociated with my embargoed dissertation to meet requirements of a DMP I submitted with my NSF DDIG.,Fun
story 1085, list an agenda for my summit,Fun
story 1083, list basic information about my summit,Fun
story 1084, list sponsors for my summit,Fun
story 1082, see a list of attendees signed up for my summit,Fun
story 731, to enter and exit the superuser scope.,Fun
story 201, reply to user questions,Fun
story 199, update the recycling center information,Fun
story 200, view users' stats,Fun
story 861," to create feedback forms within Neurohub, that my students can fill in and submit, in order to provide me with feedback about the course that they attended.",Fun
story 821, to view what my researchers were doing on a given date or period of time.,Fun
story 1847, run any report a trainer can ru,Fun
story 834, to have a managed backup protocol for the system.,Fun
story 857, to migrate data from an older version of NeuroHub to the current version.,Fun
story 802, to run a script that installs the Neurohub node onto a virgin Ubuntu operating system.,Fun
story 803, to run a script that tests to see if a Neurohub installation is functioning correctly.,Fun
story 809,  to install Neurohub dependencies into an Ubuntu 10.04 LTS machine using the normal Ubuntu package management tools.,Fun
story 1223, to be able to control the location of the demo database and I want it to be backed up.,Fun
story 1554," to identify timely and relevant research suitable for use in my curriculum, and be notified of new research/content.",Fun
story 431, determine a design direction for the beta social page,Fun
story 488, have a high-level sense of the project timeline,Fun
story 490, to have a platform that allows me to rapidly prototype HTML ideas.,Fun
story 430, have a prioritized list of features and elements of a future social element page,Fun
story 460, have a prototype strategy,Fun
story 467, have a schedule of more coworking slots,Fun
story 442, have an updated acquisitions roadmap,Fun
story 485, have recruiting-email templates ready to go,Fun
story 458, know what the first hypothesis is,Fun
story 484, know what visual design related tasks we might need to plan for this sprint,Fun
story 495, know when meetings are,Fun
story 470, know when the mid-point checkin is and what will be covered,Fun
story 438, meet with DIS / cloud.gov,Fun
story 424, to see the first iteration of beta up on cloud.gov.,Fun
story 444, to understand how time off overlaps with plans around the user research.,Fun
story 496, to understand how work moves between UX/content > visual design > front end dev for a sprint cycle.,Fun
story 440, understand what the MVP should look like,Fun
story 155, update the GIS Property Management,Fun
story 77, to ensure that FABS is deriving fields properly through a robust test file plus a follow up check.,Fun
story 67, have access to test features in environments other than Staging,Fun
story 1052," add to ""my schedule"" if there is a schedule feature on the site",Fun
story 1047, limit to one registration per day per authenticated user,Fun
story 1050, must accept the cancellation terms with a checkbox,Fun
story 1053, see which trainings I have signed up for,Fun
story 1710," turn a course into an event or an event into a course, s",Fun
story 1707, copy one of my courses or event,Fun
story 1701," create a new course or event, s",Fun
story 1795, create discount codes I can give to peopl,Fun
story 1706," delete one of my courses or events, s",Fun
story 1774, read information of relevance only to trainer,Fun
story 1846, run a few helpful reports to be determined late,Fun
story 1794, set quantity thresholds and discount,Fun
story 1793, set the prices for my cours,Fun
story 1705, update one of my existing courses or event,Fun
story 1682," my profile page to include additional details about me (i.e., some of the answers to my Trainer application) so that others can learn about me and decide if I’m the right trainer for them.",Fun
story 1684, my profile to list my upcoming classes and include a link to a detailed page about each so that prospective attendees can find my courses.,Fun
story 1756, show up on my profile page,Fun
story 1752, be assured that no one can submit the same answers multiple time and skew my results,Fun
story 401, be notified about the results of surveys about my classes,Fun
story 400, beAssured that no one can submit the same answers multiple time and skew my results,Fun
story 356, copy one of my courses or events,Fun
story 350, create a new course or event,Fun
story 351, create an Other Course or Event I am charged a listing fee for that activity,Fun
story 355, delete one of my courses or events,Fun
story 1046, edit my training node myself,Fun
story 1054, have a view that is attached to their training node that shows all attendee information Trainers can see all class attendance at first because there are so little trainers and they are trusted with privacy,Fun
story 331, include additional details in my profile page about me,Fun
story 333, list my upcoming classes in my profile and include a link to a detailed page about each,Fun
story 409, load an Excel file into the site,Fun
story 422, read information of relevance only to trainers,Fun
story 393, see the upcoming courses are what I want visitors to notice,Fun
story 404, show my rating up on my profile page,Fun
story 359, turn a course into an event or an event into a course,Fun
story 354, update one of my existing courses or events,Fun
story 1744, visitors to notice so that they register and there’s a benefit to my membership.,Fun
story 1761," load an Excel file (first name, last name, email) into the sit",Fun
story 1044, email all the trainers at once from the website for info and updates,Fun
story 1048, have an admin view that helps track registration status for each attendee so that,Fun
story 1055, have an admin view where all trainee information is shown and can be filtered to show a single training session,Fun
story 1051, tie in a cancellation deadline to whatever registration / cancellation workflow exists,Fun
story 1980, be able to add classes,Fun
story 1994, be able to add friends,Fun
story 1993, be able to add recurring events to my schedule,Fun
story 1998, be able to block a professor or section,Fun
story 1983, be able to generate a schedule that maximizes the number of days that I have classes,Fun
story 1984, be able to generate a schedule that minimizes the number of days that I have classes,Fun
story 1988, be able to generate a schedule with professors that have the highest RateMyProfessor ratings,Fun
story 1985, be able to generate a schedule with the earliest end time,Fun
story 1987, be able to generate a schedule with the highest average GPA received,Fun
story 1986, be able to generate a schedule with the latest start time,Fun
story 1981, be able to generate a schedule with the longest gaps in-between classes,Fun
story 1982, be able to generate a schedule with the shortest gaps in-between classes,Fun
story 1999, be able to lock an event,Fun
story 1979, be able to log in with my UCSD associated Google account,Fun
story 1995, be able to remove friends,Fun
story 1997, be able to view course descriptions,Fun
story 1996, be able to view my friend’s schedule,Fun
story 1992, be able to view RateMyProfessor ratings,Fun
story 1989, be able to visualize all possible lectures for a class,Fun
story 1990, be able to visualize all the discussion times for a class,Fun
story 1991, see CAPEs statistics for all my planned classes on one page,Fun
story 10, move on to round 2 of the Help page edits,Fun
story 24, begin user testing,Fun
story 4, move on to round 2 of DABS or FABS landing page edits,Fun
story 5, move on to round 2 of Homepage edits,Fun
story 11, move on to round 2 of Homepage edits,Fun
story 6, move on to round 3 of the Help page edits,Fun
story 2, redesign the Resources page,Fun
story 3, report to the Agencies about user testing,Fun
story 25, schedule user testing,Fun
story 22, track the issues that come up in Tech Thursday,Fun
story 1948, to Comment on a cell in a tabular resource so that Highlight that something is wrong or highlight something important ,Fun
story 1947, to Restrict (or allow) who can edit my tabular resource so that ,Fun
story 1946, to Undo an edit to my resource so that ,Fun
story 1199, to authenticate using LDAP.,Fun
story 480, begin drafting a research plan,Fun
story 473, begin identifying interview participants,Fun
story 492, conduct a user definition workshop with NSF,Fun
story 452, continue scheduling interviews for hypothesis #1,Fun
story 439, have a list of priority workflow candidates that we might test,Fun
story 433, have the finalized OLPA task script,Fun
story 436, have the WIG prototype,Fun
story 462, know when outreach to lists is successful,Fun
story 479, make sure the correct NSF people are invited to user interviews,Fun
story 475, set up a website recruitment test,Fun
story 432, test the user research plan,Fun
story 896, to have the ability to change the sharing and ownership of multiple files.,Fun
story 891," to have the ability to keep my data private on the system, and only share data that I deem should be shared.",Fun
story 1802, view the license terms before purchasing or subscribin,Fun
story 52, to see NASA grants displayedAs contracts.,Fun
story 872, a mechanism for electronically sharing papers and notes with other researchers,Fun
story 2091, a way to recover my password when I forgot my log in password,Fun
story 1359, content files that comprise an object,Fun
story 1211, backend changes for bulk updating one enum value to another.,Fun
story 1196, backend changes for managing enum lists.,Fun
story 1210, backend changes to support loading enum value lists from the database.,Fun
story 1206, frontend changes for managing enum lists.,Fun
story 80, more information about how many rows will be published prior to deciding whether to publish.,Fun
story 54," the DUNS validations to accept records whose ActionDates are before the current registration date in SAM, but after the initial registration date.",Fun
story 53," the DUNS validations to accept records whose ActionTypes are B, C, or D and the DUNS is registered in SAM, even though it may have expired. ",Fun
story 37, the flexfields in my submission file to appear in the warning and error files when the only error is a missing required element.,Fun
story 34, deactivate after I click it while the derivations are happening,Fun
story 2124, the web app be able to provide portion suggestion for each of the food items when I create a meal.,Fun
story 2028, accept a friend request,Fun
story 1912, to Access publisher dataset listing through API so that,Fun
story 19, to access the raw agency published files from FABS via USAspending.,Fun
story 62, to access the raw agency published files from FABS via USAspending.,Fun
story 1932, to Add a link to a visualization related to a dataset so that So that others see that it exists (perhaps see preview in page) ,Fun
story 1936, to Add a link to paper or website that is relevant to a dataset so that Ditto ,Fun
story 437, to add a video to my article.,Fun
story 2037, add a website to my AllowList,Fun
story 2038, add a website to my BlockList,Fun
story 1216, to add additional properties for repositories.,Fun
story 163, add donation centersAs favorites on my profile,Fun
story 2106, add food item in meal,Fun
story 2104, add food item into the system,Fun
story 2102, add food item(s) to grocery list,Fun
story 2097, to add meal from my meal calendar,Fun
story 2166, apply a filter on a specific field,Fun
story 2167, apply a geospatial filter (that is only show records within a certain distance of a given point),Fun
story 852, to attach multiple files at once to a log book page.,Fun
story 1247, to authenticate locally.,Fun
story 176, to be able to access the site and do all the other stuffs on all of my electronic devices.,Fun
story 2001, be able to add city packages to my trip,Fun
story 2011, be able to add events to the planner,Fun
story 158, be able to anonymously view public information,Fun
story 1318, to be able to browse by collections in the DAMS. ,Fun
story 204, be able to browse through the list of facolities and see which ones are environment-friendly,Fun
story 174, be able to check transaction history and keep a record of it,Fun
story 1921, to Be able to consecutively narrow the search by further facetsby drilling down on search results so that users can limit their search by datasets with specific formats and tags. ,Fun
story 1308, to be able to contact repositories. ,Fun
story 2017, be able to convert between units,Fun
story 2000, be able to create a trip,Fun
story 171, be able to create an acocunt,Fun
story 2002, be able to delete a trip,Fun
story 2016, be able to delete events from my planner,Fun
story 2004, be able to download a city package,Fun
story 2003, be able to edit a trip,Fun
story 2015, be able to edit events in the planner,Fun
story 2041, be able to end the study session,Fun
story 159, be able to enter my zip code and get a list of nearby recycling facilities,Fun
story 1934, to Be able to generate visualizations/graphs from the data that I can then save or download so that I can use a graph representing the data for my work quickly ,Fun
story 160, be able to get the hours of each recycling facility,Fun
story 164, be able to give my email ID,Fun
story 1319, to be able to limit my search to specified collection(s). ,Fun
story 2090, to be able to log in with the account I signed up for in the system,Fun
story 2117, to be able to log out.,Fun
story 2006, be able to open a city package,Fun
story 2005, be able to open a trip,Fun
story 2042, be able to pause my study session,Fun
story 184, be able to receive tempting rewards,Fun
story 2043, be able to resume my study session after pausing it,Fun
story 2012, be able to search for points of interest using a search bar,Fun
story 1351, to be able to see and navigate the component hierarchy of an object. ,Fun
story 2009, be able to see the details of a point of interest,Fun
story 2008, be able to select a point of interest category,Fun
story 162, be able to select different types of recyclable waste,Fun
story 249, be able to set my own username,Fun
story 2089, be able to sign up for an account in the system,Fun
story 2040, be able to start the study session,Fun
story 2039, be able to time the study session,Fun
story 2020, be able to translate popular words and phrases from my native language to the language of the city,Fun
story 2007, be able to uninstall a city package,Fun
story 1892, to be able to use Unicode so that I can use any language I like.,Fun
story 600, be able to use Unicode,Fun
story 165, to be able to view a map display of the public recycling bins around my area.,Fun
story 166, to be able to view a map display of the special waste drop off sites around my area.,Fun
story 2014, be able to view a planner containing my events,Fun
story 2013, be able to view a point of interest on the map,Fun
story 2010, be able to view map of the city,Fun
story 167, to be able to view the safe disposal events currently being organised around my area.,Fun
story 2021, be able to view the time for both my hometown and the city I am in,Fun
story 2018, be able to view the weather for the city I am in,Fun
story 887, to be sure that existing metadata corresponding to the file is not lost when moving a file to a new location.,Fun
story 1929, to Browse and search for other users so that So I know about others active on the site ,Fun
story 1913, to Browse datasets so that I can look through a list of datasets ,Fun
story 839, to capture the same metadata for each file created in an experimental run.,Fun
story 168, choose a flexible pick up time,Fun
story 1935," to Choose which parts of the data I want to use for my graph (i.e. date range, column) so that Customize the visualization to my interests to make it more relevant & hence valuable to me ",Fun
story 157, click on the address,Fun
story 782, to configure time-to-live in a uniform way across all dataset types.,Fun
story 195, contact the administrators,Fun
story 2165, create a line chart based on the raw data in this dataset,Fun
story 844, to create a protocol andAssign metadata to any stag.,Fun
story 2108, create meal automatically,Fun
story 2116, to create my own meal with the foods / choose.,Fun
story 801, to disable explore for a dataset that was configured for explore initially.,Fun
story 1958, to Do a geo based search so that I can find location - specific data ,Fun
story 1916, to Download a dataset (have the dataset url) so that I can use it ,Fun
story 850, to download files directly from the search results page.,Fun
story 853, to download multiple files from the search results in one go.,Fun
story 854, to draw tables using HTML tagsAs part of the content of a log book page.,Fun
story 1922," Easily browse through existing datasets by topic, tag, groups publishers and most popular (most downloaded/commented on)",Fun
story 1945, to Edit a cell in a tabular resource so that It is a correct ,Fun
story 2100, edit meal from meal book,Fun
story 2098, edit meal from my meal calendar,Fun
story 863, to either keep a logbook entry private or share it with individuals rather than groups.,Fun
story 800, to enable explore for a dataset that was not configured for explore initially.,Fun
story 798, to ensure that a dataset operation fails if it fails to make its required changes to explore.,Fun
story 799, to ensure that an update of explore never leads to silent loss of data or data available for explore. ,Fun
story 796, to ensure that dataset creation fails if the dataset cannot be enabled for explore.,Fun
story 797, to ensure that dataset reconfiguration fails if the corresponding update of the explore table fails.,Fun
story 789, ensure that if reconfiguration of a dataset fails then no changes have taken effect,Fun
story 835, to enter metadata / describe an experiment protocol before a file is even created.,Fun
story 1954," to File issues against a dataset, specifying either availability, formatting or content issues. I want to group similar reports (e.g. 500 broken rows in a 20k rows table), set a priority and comment on an issue. so that The quality of the data can be determined and remedied. ",Fun
story 825, to filter the files I get from search results based on their  type.,Fun
story 778, to find out what properties are supported by the dataset type what values are allowed and what the defaults are when creating a dataset instance. ,Fun
story 784, to find out what properties of a dataset can be updated.,Fun
story 1928, to follow the activities of datasets and users so that I know what my others are doing and can decide who to pay attention to ,Fun
story 64, to generate and validate D Files from FABS and FPDS data.,Fun
story 2111, generate grocery list from planned meal(s),Fun
story 170, to get feedback when I enter an invalid zip code.,Fun
story 1627, to get info about perceptually similar video items and segments.,Fun
story 1626, to get info about similar video items and segments.,Fun
story 161, have a flexible pick up time,Fun
story 175, have a great UI and UX from the sites,Fun
story 1917," to have a list of all the materials (files, data APIs)Associated to a dataset. so that in additiona to basic information suchAs download link, additional information will be displayed suchAs file type, size, last updated etc. ",Fun
story 2122, have a mobile view of the web app,Fun
story 1961, to Have a page load rapidly (< 750ms) so that the site is responsive and enjoyable to use,Fun
story 860, have a spreadsheet hosted within the Neurohub Web page,Fun
story 2119, have a twitter button,Fun
story 832, to have a visual way of viewing particular files uploaded over a time period.,Fun
story 1336, to have access to the content files for an object. ,Fun
story 38, to have accurate and complete data related to PPoPCode and PPoPCongressionalDistrict.,Fun
story 2118, have facebook like button,Fun
story 830, to have files I might accidentally delete to be restorable.,Fun
story 185, have my personal information kept securely in the database of the website,Fun
story 602, have nice error pages when something goes wrong,Fun
story 1897, have nice error pages when something goes wrong,Fun
story 1933," to Have spreadsheet data be easily previewable (ideallyAs a separate tab),so that I can get a good idea what the dataset contains and if it’s what I’m looking for without downloading it first ",Fun
story 865, have that my Twitter Tweets to appear in Neurohub,Fun
story 869, to have the ability to move multiple files around and rearrange them using the Neurohub file browser while processing data.,Fun
story 599, have the application respond quickly to my actions,Fun
story 1896, have the application respond quickly to my actions,Fun
story 864, to have the details of the workflow execution to be recorded in a neurohub log book while executing a workflow.,Fun
story 2095, to have the option to be prompted to enter my weight in case I forget.,Fun
story 862, to have the option to tell Neurohub to push posted content to my Twitter feed at the same time.,Fun
story 858, to have the system to also forward important news items to an external mailing list.,Fun
